Date	Plot	Section	Buds	Flowers	Senescent	Larvae	Eaten	Field_remarks	General_remarks
2007-06-17	Dry1	D	12	1	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry2	A	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry3	A	6	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry3	B	26	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry3	C	14	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry3	D	8	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry4	A	10	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry4	B	1	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry4	C	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry4	D	2	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry5	A	21	2	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry5	B	10	4	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry5	C	3	1	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry5	D	13	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry6	A	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry6	B	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry6	C	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-17	Dry6	D	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry1	A	4	18	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry1	B	6	36	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry1	C	15	14	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry1	D	3	14	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry2	A	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry2	B	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry2	C	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry2	D	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry3	A	3	7	0	0	2	Tiny tag broken	No remarks
2007-06-24	Dry3	B	6	25	0	0	4	Tiny tag broken	No remarks
2007-06-24	Dry3	C	14	10	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry3	D	2	8	0	0	2	Tiny tag broken	No remarks
2007-06-24	Dry4	A	26	7	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry4	B	24	2	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry4	C	2	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry4	D	30	5	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry6	A	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry6	B	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry6	C	0	0	0	0	0	Tiny tag broken	No remarks
2007-06-24	Dry6	D	0	0	0	0	0	Tiny tag broken	No remarks
2007-07-01	Dry2	A	1	0	0	0	0	Tiny tag broken	No remarks
2007-07-01	Dry2	B	0	0	0	0	0	Tiny tag broken	No remarks
2007-07-01	Dry2	C	0	0	0	0	0	Tiny tag broken	No remarks
2007-07-01	Dry2	D	0	0	0	0	0	Tiny tag broken	No remarks
2007-07-01	Dry3	A	1	1	7	0	2	Total count	No remarks
2007-07-01	Dry3	B	0	3	30	0	3	Total count	No remarks
2007-07-01	Dry3	C	0	12	16	0	3	Total count	No remarks
2007-07-01	Dry3	D	0	4	8	1	0	Total count	No remarks
2007-07-01	Dry4	A	0	32	13	0	0	No remarks	No remarks
2007-07-01	Dry4	B	9	46	2	2	0	No remarks	No remarks
2007-07-01	Dry4	C	3	14	1	0	0	No remarks	No remarks
2007-07-01	Dry4	D	0	52	8	0	0	Total count (more than later total count)	No remarks
2007-07-01	Dry5	A	0	0	27	0	0	Total count, very empty	No remarks
2007-07-01	Dry5	B	0	2	27	0	0	Total count, very empty	No remarks
2007-07-01	Dry5	C	0	5	11	0	1	Total count, very empty	No remarks
2007-07-01	Dry5	D	0	3	25	0	2	Total count, very empty	No remarks
2007-07-01	Dry6	A	23	0	0	0	0	No remarks	No remarks
2007-07-01	Dry6	B	3	0	0	0	0	No remarks	No remarks
2007-07-01	Dry6	C	3	0	0	0	0	No remarks	No remarks
2007-07-01	Dry6	D	10	0	0	0	0	No remarks	No remarks
2007-07-08	Dry1	A	0	0	15	0	0	No remarks	No remarks
2007-07-08	Dry1	B	0	0	47	0	0	No remarks	No remarks
2007-07-08	Dry1	C	0	1	44	0	0	No remarks	No remarks
2007-07-08	Dry1	D	0	0	18	0	0	No remarks	No remarks
2007-07-08	Dry2	A	39	3	0	0	0	No remarks	No remarks
2007-07-08	Dry2	B	21	2	0	0	0	No remarks	No remarks
2007-07-08	Dry2	C	27	1	0	0	0	No remarks	No remarks
2007-07-08	Dry2	D	20	4	0	0	0	No remarks	No remarks
2007-07-08	Dry3	A	0	1	8	0	3	No remarks	No remarks
2007-07-08	Dry3	B	0	0	37	0	3	No remarks	No remarks
2007-07-08	Dry3	C	0	0	30	0	1	No remarks	No remarks
2007-07-08	Dry3	D	0	0	12	0	1	No remarks	No remarks
2007-07-08	Dry5	A	0	0	24	0	0	No remarks	No remarks
2007-07-08	Dry5	B	0	0	28	0	0	No remarks	No remarks
2007-07-08	Dry5	C	0	0	15	0	0	No remarks	No remarks
2007-07-08	Dry5	D	0	0	21	0	0	No remarks	No remarks
2007-07-08	Dry6	A	35	26	0	0	0	No remarks	No remarks
2007-07-08	Dry6	B	44	25	0	0	0	No remarks	No remarks
2007-07-08	Dry6	C	59	12	0	0	2	No remarks	No remarks
2007-07-08	Dry6	D	34	27	0	0	0	No remarks	No remarks
2007-07-13	Dry1	A	0	0	21	0	0	Total count	No remarks
2007-07-13	Dry1	B	0	0	49	0	0	Total count	No remarks
2007-07-13	Dry1	C	0	0	45	0	0	Total count	No remarks
2007-07-13	Dry1	D	0	0	20	0	0	Total count	No remarks
2007-07-15	Dry1	A	0	0	20	0	0	No remarks	No remarks
2007-07-15	Dry1	B	0	0	44	0	0	No remarks	No remarks
2007-07-15	Dry1	C	0	0	43	0	1	No remarks	No remarks
2007-07-15	Dry1	D	0	0	17	0	0	No remarks	No remarks
2007-07-15	Dry2	A	2	43	7	0	1	No remarks	No remarks
2007-07-15	Dry2	B	4	43	10	0	14	No remarks	No remarks
2007-07-15	Dry2	C	4	44	17	0	7	No remarks	No remarks
2007-07-15	Dry2	D	8	40	10	0	4	No remarks	No remarks
2007-07-15	Dry3	A	0	0	8	0	2	No remarks	No remarks
2007-07-15	Dry3	B	0	0	34	0	3	No remarks	No remarks
2007-07-15	Dry3	C	0	0	25	0	1	No remarks	No remarks
2007-07-15	Dry3	D	0	0	13	0	0	No remarks	No remarks
2007-07-15	Dry4	A	0	0	48	0	1	No remarks	No remarks
2007-07-15	Dry4	B	0	0	56	0	0	No remarks	No remarks
2007-07-15	Dry4	C	0	0	21	0	0	No remarks	No remarks
2007-07-15	Dry4	D	0	0	46	0	0	No remarks	No remarks
2007-07-15	Dry5	A	0	0	29	0	0	Very barren	No remarks
2007-07-15	Dry5	B	0	0	30	0	0	No remarks	No remarks
2007-07-15	Dry5	C	0	2	16	0	0	Very dry, more than total!	No remarks
2007-07-15	Dry5	D	0	0	19	0	0	Very dry	No remarks
2007-07-15	Dry6	A	0	12	46	1	3	No remarks	No remarks
2007-07-15	Dry6	B	2	25	25	0	3	No remarks	No remarks
2007-07-15	Dry6	C	8	48	17	3	13	No remarks	No remarks
2007-07-15	Dry6	D	0	41	22	0	1	No remarks	No remarks
2007-07-18	Dry2	A	5	53	57	0	10	No remarks	No remarks
2007-07-18	Dry2	B	-9999	-9999	-9999	-9999	-9999	Dictaphone failed!	No remarks
2007-07-18	Dry2	C	13	76	67	0	25	No remarks	No remarks
2007-07-18	Dry2	D	10	64	62	0	5	No remarks	No remarks
2007-07-22	Dry1	A	0	0	18	0	0	No remarks	No remarks
2007-07-22	Dry1	B	0	0	45	0	0	No remarks	No remarks
2007-07-22	Dry1	C	0	0	43	0	2	No remarks	No remarks
2007-07-22	Dry1	D	0	0	17	0	0	No remarks	No remarks
2007-07-22	Dry2	A	0	16	58	0	4	No remarks	No remarks
2007-07-22	Dry2	B	0	8	45	0	2	No remarks	No remarks
2007-07-22	Dry2	C	1	23	39	1	6	No remarks	No remarks
2007-07-22	Dry2	D	0	13	49	0	4	No remarks	No remarks
2007-07-22	Dry4	A	0	0	41	0	0	No remarks	No remarks
2007-07-22	Dry4	B	0	0	50	0	0	No remarks	No remarks
2007-07-22	Dry4	C	0	0	15	0	0	No remarks	No remarks
2007-07-22	Dry4	D	0	0	44	0	0	No remarks	No remarks
2007-07-22	Dry5	A	0	0	29	0	0	No remarks	No remarks
2007-07-22	Dry5	B	0	0	29	0	0	No remarks	No remarks
2007-07-22	Dry5	C	0	0	17	0	0	No remarks	No remarks
2007-07-22	Dry5	D	0	0	25	0	0	No remarks	No remarks
2007-07-22	Dry6	A	0	2	50	0	0	No remarks	No remarks
2007-07-22	Dry6	B	0	4	60	0	0	No remarks	No remarks
2007-07-22	Dry6	C	0	7	45	0	0	No remarks	No remarks
2007-07-22	Dry6	D	0	5	52	0	0	No remarks	No remarks
2007-07-29	Dry1	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry1	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry1	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry1	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry2	A	0	0	51	0	0	No remarks	No remarks
2007-07-29	Dry2	B	0	1	49	0	0	No remarks	No remarks
2007-07-29	Dry2	C	0	3	52	0	0	No remarks	No remarks
2007-07-29	Dry2	D	0	3	53	0	1	No remarks	No remarks
2007-07-29	Dry3	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry3	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry3	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry3	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry4	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry4	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry4	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry4	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry5	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry5	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry5	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry5	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-07-29	Dry6	A	0	0	54	0	0	Totally senescent	No remarks
2007-07-29	Dry6	B	0	0	65	0	0	Totally senescent	No remarks
2007-07-29	Dry6	C	0	0	52	0	0	Totally senescent	No remarks
2007-07-29	Dry6	D	0	0	57	0	0	Totally senescent	No remarks
2007-08-06	Dry1	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry1	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry1	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry1	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry2	A	0	0	50	0	0	Totally senescent	No remarks
2007-08-06	Dry2	B	0	0	61	0	0	Totally senescent	No remarks
2007-08-06	Dry2	C	0	0	52	0	0	Totally senescent	No remarks
2007-08-06	Dry2	D	0	0	51	0	0	Totally senescent	No remarks
2007-08-06	Dry3	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry3	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry3	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry3	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry4	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry4	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry4	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry4	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry5	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry5	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry5	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry5	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry6	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry6	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry6	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-06	Dry6	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry1	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry1	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry1	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry1	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry2	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry2	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry2	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry2	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry3	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry3	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry3	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry3	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry4	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry4	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry4	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry4	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry5	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry5	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry5	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry5	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry6	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry6	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry6	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-12	Dry6	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry1	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry1	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry1	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry1	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry2	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry2	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry2	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry2	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry3	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry3	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry3	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry3	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry4	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry4	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry4	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry4	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry5	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry5	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry5	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry5	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry6	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry6	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry6	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-19	Dry6	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-26	Dry1	A	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-26	Dry1	B	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-26	Dry1	C	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2007-08-26	Dry1	D	-9999	-9999	-9999	-9999	-9999	Totally senescent	No remarks
2008-05-27	Dry1	A	0	0	0	0	0	No remarks	No remarks
2008-05-27	Dry1	B	0	0	0	0	0	No remarks	No remarks
2008-05-27	Dry1	C	0	0	0	0	0	No remarks	No remarks
2008-05-27	Dry1	D	0	0	0	0	0	No remarks	No remarks
2008-05-27	Dry3	A	0	0	0	0	0	Little snow around the edges of subplot A, B and C	No remarks
2008-05-27	Dry3	B	0	0	0	0	0	Little snow around the edges of subplot A, B and C	No remarks
2008-05-27	Dry3	C	0	0	0	0	0	Little snow around the edges of subplot A, B and C	No remarks
2008-05-27	Dry3	D	0	0	0	0	0	Little snow around the edges of subplot A, B and C	No remarks
2008-06-03	Dry1	A	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry1	B	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry1	C	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry1	D	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry2	A	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry2	B	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry2	C	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry2	D	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry3	A	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry3	B	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry3	C	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry3	D	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry4	A	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry4	B	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry4	C	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry4	D	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry5	A	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry5	B	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry5	C	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry5	D	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry6	A	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry6	B	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry6	C	0	0	0	0	0	No remarks	No remarks
2008-06-03	Dry6	D	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry1	A	7	0	0	0	0	No remarks	No remarks
2008-06-10	Dry1	B	3	0	0	0	0	No remarks	No remarks
2008-06-10	Dry1	C	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry1	D	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry2	A	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry2	B	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry2	C	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry2	D	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry3	A	1	0	0	0	0	No remarks	No remarks
2008-06-10	Dry3	B	1	0	0	0	0	No remarks	No remarks
2008-06-10	Dry3	C	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry3	D	2	0	0	0	0	No remarks	No remarks
2008-06-10	Dry4	A	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry4	B	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry4	C	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry4	D	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry5	A	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry5	B	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry5	C	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry5	D	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry6	A	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry6	B	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry6	C	0	0	0	0	0	No remarks	No remarks
2008-06-10	Dry6	D	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry2	A	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry2	B	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry2	C	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry2	D	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry3	A	16	0	0	0	0	No remarks	No remarks
2008-06-17	Dry3	B	34	2	0	0	2	No remarks	No remarks
2008-06-17	Dry3	C	13	1	0	0	0	No remarks	No remarks
2008-06-17	Dry3	D	9	0	0	0	0	No remarks	No remarks
2008-06-17	Dry4	A	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry4	B	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry4	C	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry4	D	0	0	0	0	0	No remarks	No remarks
2008-06-17	Dry5	A	9	0	0	0	0	No remarks	No remarks
2008-06-17	Dry5	B	21	0	0	0	0	No remarks	No remarks
2008-06-17	Dry5	C	2	0	0	0	0	No remarks	No remarks
2008-06-17	Dry5	D	11	0	0	0	0	No remarks	No remarks
2008-06-18	Dry1	A	27	17	0	0	4	No remarks	No remarks
2008-06-18	Dry1	B	39	5	0	0	4	No remarks	No remarks
2008-06-18	Dry1	C	49	3	0	0	0	No remarks	No remarks
2008-06-18	Dry1	D	24	7	0	0	3	No remarks	No remarks
2008-06-24	Dry1	A	0	10	27	0	3	No remarks	No remarks
2008-06-24	Dry1	B	0	32	12	0	7	No remarks	No remarks
2008-06-24	Dry1	C	4	50	6	0	8	No remarks	No remarks
2008-06-24	Dry1	D	0	30	5	0	1	No remarks	No remarks
2008-06-25	Dry2	A	0	0	0	0	0	No remarks	No remarks
2008-06-25	Dry2	B	0	0	0	0	0	No remarks	No remarks
2008-06-25	Dry2	C	0	0	0	0	0	No remarks	No remarks
2008-06-25	Dry2	D	0	0	0	0	0	No remarks	No remarks
2008-06-25	Dry3	A	7	15	0	0	1	No remarks	No remarks
2008-06-25	Dry3	B	2	31	5	0	1	No remarks	No remarks
2008-06-25	Dry3	C	4	14	0	0	6	No remarks	No remarks
2008-06-25	Dry3	D	5	10	0	0	2	No remarks	No remarks
2008-06-25	Dry4	A	44	0	0	0	0	No remarks	No remarks
2008-06-25	Dry4	B	2	0	0	0	0	No remarks	No remarks
2008-06-25	Dry4	C	7	0	0	0	0	No remarks	No remarks
2008-06-25	Dry4	D	8	0	0	0	0	No remarks	No remarks
2008-06-25	Dry5	A	12	13	1	0	0	No remarks	No remarks
2008-06-25	Dry5	B	11	36	2	0	1	No remarks	No remarks
2008-06-25	Dry5	C	1	2	0	0	0	No remarks	No remarks
2008-06-25	Dry5	D	8	9	0	0	0	No remarks	No remarks
2008-06-25	Dry6	A	0	0	0	0	0	No remarks	No remarks
2008-06-25	Dry6	B	0	0	0	0	0	No remarks	No remarks
2008-06-25	Dry6	C	0	0	0	0	0	No remarks	No remarks
2008-06-25	Dry6	D	0	0	0	0	0	No remarks	No remarks
2008-07-01	Dry1	A	0	0	37	0	0	Total count	No remarks
2008-07-01	Dry1	B	0	3	57	0	0	Total count	No remarks
2008-07-01	Dry1	C	0	4	57	0	0	Total count	No remarks
2008-07-01	Dry1	D	0	0	27	0	0	Total count	No remarks
2008-07-01	Dry2	A	0	0	0	0	0	No remarks	No remarks
2008-07-01	Dry2	B	0	0	0	0	0	No remarks	No remarks
2008-07-01	Dry2	C	0	0	0	0	0	No remarks	No remarks
2008-07-01	Dry2	D	0	0	0	0	0	No remarks	No remarks
2008-07-02	Dry4	A	26	17	0	0	4	Total count	No remarks
2008-07-02	Dry4	B	3	1	0	0	0	Total count	No remarks
2008-07-02	Dry4	C	3	3	0	0	2	Total count	No remarks
2008-07-02	Dry4	D	13	1	0	0	1	Total count	No remarks
2008-07-02	Dry5	A	4	10	12	0	0	Total count	No remarks
2008-07-02	Dry5	B	3	19	26	0	0	Total count	No remarks
2008-07-02	Dry5	C	1	1	1	0	0	Total count	No remarks
2008-07-02	Dry5	D	0	7	7	0	0	Total count	No remarks
2008-07-02	Dry6	A	0	0	0	0	0	No remarks	No remarks
2008-07-02	Dry6	B	0	0	0	0	0	No remarks	No remarks
2008-07-02	Dry6	C	0	0	0	0	0	No remarks	No remarks
2008-07-02	Dry6	D	0	0	0	0	0	No remarks	No remarks
2008-07-08	Dry1	A	0	0	34	0	0	Total count	No remarks
2008-07-08	Dry1	B	0	0	57	0	0	Total count	No remarks
2008-07-08	Dry1	C	0	0	58	0	0	Total count	No remarks
2008-07-08	Dry1	D	0	0	34	0	0	Total count	No remarks
2008-07-08	Dry2	A	0	0	0	0	0	Total count	No remarks
2008-07-08	Dry2	B	0	0	0	0	0	Total count	No remarks
2008-07-08	Dry2	C	0	0	0	0	0	Total count	No remarks
2008-07-08	Dry2	D	0	0	0	0	0	Total count	No remarks
2008-07-08	Dry3	A	0	0	22	0	0	Total count	No remarks
2008-07-08	Dry3	B	0	1	41	0	0	Total count	No remarks
2008-07-08	Dry3	C	0	0	16	0	0	Total count	No remarks
2008-07-08	Dry3	D	0	0	12	0	0	Total count	No remarks
2008-07-08	Dry4	A	4	58	5	0	11	No remarks	No remarks
2008-07-08	Dry4	B	0	22	4	0	2	No remarks	No remarks
2008-07-08	Dry4	C	0	10	2	0	1	No remarks	No remarks
2008-07-08	Dry4	D	0	32	1	0	9	No remarks	No remarks
2008-07-08	Dry5	A	0	2	18	0	0	Total count	No remarks
2008-07-08	Dry5	B	1	7	44	0	0	Total count	No remarks
2008-07-08	Dry5	C	0	2	2	0	0	Total count	No remarks
2008-07-08	Dry5	D	1	5	13	0	0	Total count	No remarks
2008-07-08	Dry6	A	0	0	0	0	0	Empty	No remarks
2008-07-08	Dry6	B	0	0	0	0	0	Empty	No remarks
