Date	Plot	Section	Buds	Flowers	Senescent	Open	Field_remarks	General_remarks
2010-09-23	Sax1	A	0	0	0	20	No remarks	No remarks
2010-09-23	Sax1	B	0	2	0	20	Rime covering	No remarks
2010-09-23	Sax1	C	0	0	0	23	Rime covering	No remarks
2010-09-23	Sax1	D	0	0	0	50	Rime covering	No remarks
2010-09-23	Sax2	A	0	0	0	11	some broken	No remarks
2010-09-23	Sax2	B	0	0	0	5	No remarks	No remarks
2010-09-23	Sax2	C	0	0	0	23	No remarks	No remarks
2010-09-23	Sax2	D	0	0	2	12	No remarks	No remarks
2010-09-23	Sax3	A	0	0	0	58	some broken	No remarks
2010-09-23	Sax3	B	0	0	0	72	No remarks	No remarks
2010-09-23	Sax3	C	0	2	1	57	No remarks	No remarks
2010-09-23	Sax3	D	0	0	0	47	No remarks	No remarks
2011-05-20	Sax1	A	0	0	0	0	No remarks	No remarks
2011-05-20	Sax1	B	0	0	0	0	No remarks	No remarks
2011-05-20	Sax1	C	0	0	0	0	No remarks	No remarks
2011-05-20	Sax1	D	0	0	0	0	No remarks	No remarks
2011-05-20	Sax2	A	0	0	0	0	No remarks	No remarks
2011-05-20	Sax2	B	0	0	0	0	No remarks	No remarks
2011-05-20	Sax2	C	0	0	0	0	No remarks	No remarks
2011-05-20	Sax2	D	0	0	0	0	No remarks	No remarks
2011-05-20	Sax3	A	0	0	0	0	No remarks	No remarks
2011-05-20	Sax3	B	0	0	0	0	No remarks	No remarks
2011-05-20	Sax3	C	0	0	0	0	No remarks	No remarks
2011-05-20	Sax3	D	0	0	0	0	No remarks	No remarks
2011-05-27	Sax1	A	0	6	0	0	No remarks	No remarks
2011-05-27	Sax1	B	1	3	0	0	No remarks	No remarks
2011-05-27	Sax1	C	7	25	0	0	No remarks	No remarks
2011-05-27	Sax1	D	0	20	0	0	No remarks	No remarks
2011-05-27	Sax2	A	11	0	0	0	No remarks	No remarks
2011-05-27	Sax2	B	4	0	0	0	No remarks	No remarks
2011-05-27	Sax2	C	0	2	0	0	No remarks	No remarks
2011-05-27	Sax2	D	18	1	0	0	No remarks	No remarks
2011-05-27	Sax3	A	38	1	0	0	No remarks	No remarks
2011-05-27	Sax3	B	47	0	0	0	No remarks	No remarks
2011-05-27	Sax3	C	43	0	0	0	No remarks	No remarks
2011-05-27	Sax3	D	35	0	0	0	No remarks	No remarks
2011-06-03	Sax1	A	0	14	0	0	No remarks	No remarks
2011-06-03	Sax1	B	0	8	0	0	No remarks	No remarks
2011-06-03	Sax1	C	1	50	0	0	No remarks	No remarks
2011-06-03	Sax1	D	0	28	0	0	No remarks	No remarks
2011-06-03	Sax2	A	1	20	0	0	No remarks	No remarks
2011-06-03	Sax2	B	0	7	0	0	No remarks	No remarks
2011-06-03	Sax2	C	9	62	0	0	No remarks	No remarks
2011-06-03	Sax2	D	11	74	0	0	No remarks	No remarks
2011-06-03	Sax3	A	4	160	0	0	No remarks	No remarks
2011-06-03	Sax3	B	7	98	0	0	No remarks	No remarks
2011-06-03	Sax3	C	16	75	0	0	No remarks	No remarks
2011-06-03	Sax3	D	2	56	0	0	No remarks	No remarks
2011-06-10	Sax1	A	1	12	10	0	No remarks	No remarks
2011-06-10	Sax1	B	0	1	4	0	No remarks	No remarks
2011-06-10	Sax1	C	0	15	42	0	No remarks	No remarks
2011-06-10	Sax1	D	0	0	23	0	No remarks	No remarks
2011-06-10	Sax2	A	0	20	7	0	No remarks	No remarks
2011-06-10	Sax2	B	0	15	1	0	No remarks	No remarks
2011-06-10	Sax2	C	0	68	21	0	No remarks	No remarks
2011-06-10	Sax2	D	0	74	28	0	No remarks	No remarks
2011-06-10	Sax3	A	0	138	37	0	No remarks	No remarks
2011-06-10	Sax3	B	0	147	7	0	No remarks	No remarks
2011-06-10	Sax3	C	0	139	10	0	No remarks	No remarks
2011-06-10	Sax3	D	0	45	17	0	No remarks	No remarks
2011-06-17	Sax1	A	0	0	14	0	No remarks	No remarks
2011-06-17	Sax1	B	0	0	5	0	No remarks	No remarks
2011-06-17	Sax1	C	0	3	48	0	No remarks	No remarks
2011-06-17	Sax1	D	0	1	13	0	No remarks	No remarks
2011-06-17	Sax2	A	0	4	17	0	No remarks	No remarks
2011-06-17	Sax2	B	0	5	11	0	No remarks	No remarks
2011-06-17	Sax2	C	0	6	44	0	No remarks	No remarks
2011-06-17	Sax2	D	0	16	44	0	No remarks	No remarks
2011-06-17	Sax3	A	0	16	36	0	No remarks	No remarks
2011-06-17	Sax3	B	0	26	24	0	No remarks	No remarks
2011-06-17	Sax3	C	0	22	28	0	No remarks	No remarks
2011-06-17	Sax3	D	0	5	45	0	No remarks	No remarks
2011-06-24	Sax1	A	0	0	13	0	No remarks	No remarks
2011-06-24	Sax1	B	0	0	6	0	No remarks	No remarks
2011-06-24	Sax1	C	0	0	26	0	No remarks	No remarks
2011-06-24	Sax1	D	0	0	18	0	No remarks	No remarks
2011-06-24	Sax2	A	0	0	15	0	No remarks	No remarks
2011-06-24	Sax2	B	0	0	11	0	No remarks	No remarks
2011-06-24	Sax2	C	0	0	72	0	No remarks	No remarks
2011-06-24	Sax2	D	0	0	56	0	No remarks	No remarks
2011-06-24	Sax3	A	0	0	61	0	No remarks	No remarks
2011-06-24	Sax3	B	0	1	53	0	No remarks	No remarks
2011-06-24	Sax3	C	0	0	50	0	No remarks	No remarks
2011-06-24	Sax3	D	0	0	50	0	No remarks	No remarks
2011-07-01	Sax1	A	0	0	15	0	No remarks	No remarks
2011-07-01	Sax1	B	0	0	6	0	No remarks	No remarks
2011-07-01	Sax1	C	0	0	37	0	No remarks	No remarks
2011-07-01	Sax1	D	0	0	13	0	No remarks	No remarks
2011-07-01	Sax2	A	0	0	19	0	No remarks	No remarks
2011-07-01	Sax2	B	0	0	9	0	No remarks	No remarks
2011-07-01	Sax2	C	0	0	61	0	No remarks	No remarks
2011-07-01	Sax2	D	0	0	50	0	No remarks	No remarks
2011-07-01	Sax3	A	0	0	60	0	No remarks	No remarks
2011-07-01	Sax3	B	0	0	61	0	No remarks	No remarks
2011-07-01	Sax3	C	0	0	50	0	No remarks	No remarks
2011-07-01	Sax3	D	0	0	56	0	No remarks	No remarks
2011-07-08	Sax1	A	0	0	13	0	No remarks	No remarks
2011-07-08	Sax1	B	0	0	3	0	No remarks	No remarks
2011-07-08	Sax1	C	0	0	24	0	No remarks	No remarks
2011-07-08	Sax1	D	0	0	11	0	No remarks	No remarks
2011-07-08	Sax2	A	0	0	12	0	No remarks	No remarks
2011-07-08	Sax2	B	0	0	7	0	No remarks	No remarks
2011-07-08	Sax2	C	0	0	50	0	No remarks	No remarks
2011-07-08	Sax2	D	0	0	50	0	No remarks	No remarks
2011-07-08	Sax3	A	0	0	50	0	No remarks	No remarks
2011-07-08	Sax3	B	0	0	50	0	No remarks	No remarks
2011-07-08	Sax3	C	0	0	50	0	No remarks	No remarks
2011-07-08	Sax3	D	0	0	50	0	No remarks	No remarks
2011-07-15	Sax1	A	0	0	26	68	No remarks	No remarks
2011-07-15	Sax1	B	0	0	2	0	No remarks	No remarks
2011-07-15	Sax1	C	0	0	4	39	No remarks	No remarks
2011-07-15	Sax1	D	0	0	1	50	No remarks	No remarks
2011-07-15	Sax2	A	0	0	2	50	No remarks	No remarks
2011-07-15	Sax2	B	0	0	5	8	No remarks	No remarks
2011-07-15	Sax2	C	0	0	7	15	No remarks	No remarks
2011-07-15	Sax2	D	0	2	8	61	No remarks	No remarks
2011-07-15	Sax3	A	0	0	74	0	No remarks	No remarks
2011-07-15	Sax3	B	0	0	42	0	No remarks	No remarks
2011-07-15	Sax3	C	0	1	31	0	No remarks	No remarks
2011-07-15	Sax3	D	0	0	15	0	No remarks	No remarks
2011-07-22	Sax1	A	0	0	0	11	No remarks	No remarks
2011-07-22	Sax1	B	0	0	1	2	No remarks	No remarks
2011-07-22	Sax1	C	0	0	7	8	No remarks	No remarks
2011-07-22	Sax1	D	0	0	2	4	No remarks	No remarks
2011-07-22	Sax2	A	0	0	6	7	No remarks	No remarks
2011-07-22	Sax2	B	0	0	7	5	No remarks	No remarks
2011-07-22	Sax2	C	0	0	24	25	No remarks	No remarks
2011-07-22	Sax2	D	0	0	29	36	No remarks	No remarks
2011-07-22	Sax3	A	0	0	57	17	No remarks	No remarks
2011-07-22	Sax3	B	0	0	92	0	No remarks	No remarks
2011-07-22	Sax3	C	0	0	51	7	No remarks	No remarks
2011-07-22	Sax3	D	0	0	34	2	No remarks	No remarks
2011-07-29	Sax1	A	0	0	2	10	No remarks	No remarks
2011-07-29	Sax1	B	0	0	2	1	No remarks	No remarks
2011-07-29	Sax1	C	0	0	12	9	No remarks	No remarks
2011-07-29	Sax1	D	0	0	1	14	No remarks	No remarks
2011-07-29	Sax2	A	0	0	6	7	No remarks	No remarks
2011-07-29	Sax2	B	0	0	3	4	No remarks	No remarks
2011-07-29	Sax2	C	0	0	7	33	No remarks	No remarks
2011-07-29	Sax2	D	0	0	22	29	No remarks	No remarks
2011-07-29	Sax3	A	0	0	14	39	No remarks	No remarks
2011-07-29	Sax3	B	0	0	15	39	No remarks	No remarks
2011-07-29	Sax3	C	1	0	15	40	No remarks	No remarks
2011-07-29	Sax3	D	0	0	6	40	No remarks	No remarks
2011-08-05	Sax1	A	0	0	2	11	No remarks	No remarks
2011-08-05	Sax1	B	0	0	2	2	No remarks	No remarks
2011-08-05	Sax1	C	0	0	16	4	No remarks	No remarks
2011-08-05	Sax1	D	0	0	7	1	No remarks	No remarks
2011-08-05	Sax2	A	0	0	1	17	No remarks	No remarks
2011-08-05	Sax2	B	0	0	1	7	No remarks	No remarks
2011-08-05	Sax2	C	0	0	6	59	No remarks	No remarks
2011-08-05	Sax2	D	0	0	1	80	No remarks	No remarks
2011-08-05	Sax3	A	0	0	4	58	No remarks	No remarks
2011-08-05	Sax3	B	0	0	1	55	No remarks	No remarks
2011-08-05	Sax3	C	0	1	5	49	No remarks	No remarks
2011-08-05	Sax3	D	0	0	4	40	No remarks	No remarks
2011-08-12	Sax1	A	0	0	2	11	No remarks	No remarks
2011-08-12	Sax1	B	0	0	0	3	No remarks	No remarks
2011-08-12	Sax1	C	0	0	1	13	No remarks	No remarks
2011-08-12	Sax1	D	0	0	3	15	No remarks	No remarks
2011-08-12	Sax2	A	0	0	2	17	No remarks	No remarks
2011-08-12	Sax2	B	0	0	2	14	No remarks	No remarks
2011-08-12	Sax2	C	0	0	4	48	No remarks	No remarks
2011-08-12	Sax2	D	0	0	0	51	No remarks	No remarks
2011-08-12	Sax3	A	0	0	4	52	No remarks	No remarks
2011-08-12	Sax3	B	0	0	2	50	No remarks	No remarks
2011-08-12	Sax3	C	0	0	8	47	No remarks	No remarks
2011-08-12	Sax3	D	0	0	3	37	No remarks	No remarks
2011-08-18	Sax1	A	0	0	1	10	No remarks	No remarks
2011-08-18	Sax1	B	0	0	0	3	No remarks	No remarks
2011-08-18	Sax1	C	0	0	4	13	No remarks	No remarks
2011-08-18	Sax1	D	0	0	4	9	No remarks	No remarks
2011-08-18	Sax2	A	0	0	0	13	No remarks	No remarks
2011-08-18	Sax2	B	0	0	1	8	No remarks	No remarks
2011-08-18	Sax2	C	0	0	0	44	No remarks	No remarks
2011-08-18	Sax2	D	0	0	2	50	No remarks	No remarks
2011-08-18	Sax3	A	0	0	3	49	No remarks	No remarks
2011-08-18	Sax3	B	0	0	3	50	No remarks	No remarks
2011-08-18	Sax3	C	2	0	8	52	No remarks	No remarks
2011-08-18	Sax3	D	0	0	3	33	No remarks	No remarks
2011-08-26	Sax1	A	0	0	0	2	No remarks	No remarks
2011-08-26	Sax1	B	0	0	0	1	No remarks	No remarks
2011-08-26	Sax1	C	0	0	1	9	No remarks	No remarks
2011-08-26	Sax1	D	0	0	0	0	Empty	No remarks
2011-08-26	Sax2	A	0	0	0	6	No remarks	No remarks
2011-08-26	Sax2	B	0	0	0	5	No remarks	No remarks
2011-08-26	Sax2	C	0	0	0	31	No remarks	No remarks
2011-08-26	Sax2	D	0	0	0	76	No remarks	No remarks
2011-08-27	Sax3	A	3	0	0	49	No remarks	No remarks
2011-08-27	Sax3	B	2	0	0	52	No remarks	No remarks
2011-08-27	Sax3	C	3	4	0	44	New buds	No remarks
2011-08-27	Sax3	D	0	0	0	38	No remarks	No remarks
2011-09-02	Sax1	A	0	0	0	12	No remarks	No remarks
2011-09-02	Sax1	B	0	0	0	2	No remarks	No remarks
2011-09-02	Sax1	C	0	0	0	2	No remarks	No remarks
2011-09-02	Sax1	D	0	0	0	1	No remarks	No remarks
2011-09-02	Sax2	A	0	0	0	12	No remarks	No remarks
2011-09-02	Sax2	B	0	0	0	7	No remarks	No remarks
2011-09-02	Sax2	C	0	0	0	58	No remarks	No remarks
2011-09-02	Sax2	D	0	0	0	60	No remarks	No remarks
2011-09-02	Sax3	A	2	0	0	50	No remarks	No remarks
2011-09-02	Sax3	B	0	0	0	54	No remarks	No remarks
2011-09-02	Sax3	C	3	5	0	45	No remarks	No remarks
2011-09-02	Sax3	D	0	0	0	35	No remarks	No remarks
2011-09-09	Sax1	A	0	0	0	9	No remarks	No remarks
2011-09-09	Sax1	B	0	0	0	3	No remarks	No remarks
2011-09-09	Sax1	C	0	0	0	24	No remarks	No remarks
2011-09-09	Sax1	D	0	0	0	10	No remarks	No remarks
2011-09-09	Sax2	A	0	0	0	22	No remarks	No remarks
2011-09-09	Sax2	B	0	0	0	6	No remarks	No remarks
2011-09-09	Sax2	C	0	0	0	48	No remarks	No remarks
2011-09-09	Sax2	D	0	0	0	61	No remarks	No remarks
2011-09-09	Sax3	A	3	0	0	36	New buds	No remarks
2011-09-09	Sax3	B	0	0	0	51	No remarks	No remarks
2011-09-09	Sax3	C	3	2	3	44	No remarks	No remarks
2011-09-09	Sax3	D	0	0	0	11	No remarks	No remarks
2011-09-16	Sax3	A	3	0	0	49	No remarks	No remarks
2011-09-16	Sax3	B	0	0	0	72	No remarks	No remarks
2011-09-16	Sax3	C	3	2	0	57	No remarks	No remarks
2011-09-16	Sax3	D	0	0	0	35	No remarks	No remarks
2012-06-03	Sax1	A	1	0	0	0	No remarks	No remarks
2012-06-03	Sax1	B	1	3	0	0	No remarks	No remarks
2012-06-03	Sax1	C	8	1	0	0	No remarks	No remarks
2012-06-03	Sax1	D	4	0	0	0	No remarks	No remarks
2012-06-03	Sax2	A	0	4	0	0	No remarks	No remarks
2012-06-03	Sax2	B	2	5	0	0	No remarks	No remarks
2012-06-03	Sax2	C	3	29	0	0	No remarks	No remarks
2012-06-03	Sax2	D	0	14	0	0	No remarks	No remarks
2012-06-10	Sax1	A	1	3	0	0	No remarks	No remarks
2012-06-10	Sax1	B	0	6	0	0	No remarks	No remarks
2012-06-10	Sax1	C	0	18	0	0	No remarks	No remarks
2012-06-10	Sax1	D	0	27	0	0	No remarks	No remarks
2012-06-10	Sax2	A	0	12	0	0	No remarks	No remarks
2012-06-10	Sax2	B	0	13	0	0	No remarks	No remarks
2012-06-10	Sax2	C	0	44	0	0	No remarks	No remarks
2012-06-10	Sax2	D	0	16	0	0	No remarks	No remarks
2012-06-10	Sax3	A	31	0	0	0	No remarks	No remarks
2012-06-10	Sax3	B	1	0	0	0	No remarks	No remarks
2012-06-10	Sax3	C	20	0	0	0	No remarks	No remarks
2012-06-10	Sax3	D	7	0	0	0	No remarks	No remarks
2012-06-17	Sax1	A	0	2	0	0	No remarks	No remarks
2012-06-17	Sax1	B	0	1	5	0	No remarks	No remarks
2012-06-17	Sax1	C	0	11	5	0	No remarks	No remarks
2012-06-17	Sax1	D	0	23	1	0	No remarks	No remarks
2012-06-17	Sax2	A	0	3	1	0	No remarks	No remarks
2012-06-17	Sax2	B	0	10	2	0	No remarks	No remarks
2012-06-17	Sax2	C	0	11	18	0	No remarks	No remarks
2012-06-17	Sax2	D	0	1	7	0	No remarks	No remarks
2012-06-17	Sax3	A	0	56	0	0	No remarks	No remarks
2012-06-17	Sax3	B	3	50	0	0	No remarks	No remarks
2012-06-17	Sax3	C	4	66	0	0	No remarks	No remarks
2012-06-17	Sax3	D	0	35	0	0	No remarks	No remarks
2012-06-25	Sax1	A	0	0	2	0	No remarks	No remarks
2012-06-25	Sax1	B	0	0	5	0	No remarks	No remarks
2012-06-25	Sax1	C	0	1	18	0	No remarks	No remarks
2012-06-25	Sax1	D	0	1	10	0	No remarks	No remarks
2012-06-25	Sax2	A	0	0	4	0	No remarks	No remarks
2012-06-25	Sax2	B	0	0	10	0	No remarks	No remarks
2012-06-25	Sax2	C	0	0	32	0	No remarks	No remarks
2012-06-25	Sax2	D	0	0	14	0	No remarks	No remarks
2012-06-25	Sax3	A	1	262	15	0	No remarks	No remarks
2012-06-25	Sax3	B	0	124	0	0	No remarks	No remarks
2012-06-25	Sax3	C	0	220	3	0	No remarks	No remarks
2012-06-25	Sax3	D	0	28	0	0	No remarks	No remarks
2012-07-02	Sax1	A	0	0	2	0	No remarks	No remarks
2012-07-02	Sax1	B	0	0	6	0	No remarks	No remarks
2012-07-02	Sax1	C	0	0	15	0	No remarks	No remarks
2012-07-02	Sax1	D	0	0	19	0	No remarks	No remarks
2012-07-02	Sax2	A	0	0	5	0	No remarks	No remarks
2012-07-02	Sax2	B	0	0	15	0	No remarks	No remarks
2012-07-02	Sax2	C	0	0	49	0	No remarks	No remarks
2012-07-02	Sax2	D	0	0	20	0	No remarks	No remarks
2012-07-02	Sax3	A	0	15	211	0	No remarks	No remarks
2012-07-02	Sax3	B	0	8	100	0	No remarks	No remarks
2012-07-02	Sax3	C	0	11	192	0	No remarks	No remarks
2012-07-02	Sax3	D	0	1	33	0	No remarks	No remarks
2012-07-09	Sax1	A	1	0	1	1	No remarks	No remarks
2012-07-09	Sax1	B	0	0	3	0	No remarks	No remarks
2012-07-09	Sax1	C	0	0	3	14	No remarks	No remarks
2012-07-09	Sax1	D	0	0	6	14	No remarks	No remarks
2012-07-09	Sax2	A	0	0	2	2	No remarks	No remarks
2012-07-09	Sax2	B	0	0	6	3	No remarks	No remarks
2012-07-09	Sax2	C	0	0	11	33	No remarks	No remarks
2012-07-09	Sax2	D	0	0	3	16	No remarks	No remarks
2012-07-09	Sax3	A	0	0	28	34	No remarks	No remarks
2012-07-09	Sax3	B	1	1	3	52	No remarks	No remarks
2012-07-09	Sax3	C	0	0	7	58	No remarks	No remarks
2012-07-09	Sax3	D	0	1	6	43	No remarks	No remarks
2012-07-15	Sax1	A	0	0	1	1	No remarks	No remarks
2012-07-15	Sax1	B	0	0	0	1	No remarks	No remarks
2012-07-15	Sax1	C	0	0	0	14	No remarks	No remarks
2012-07-15	Sax1	D	0	0	3	15	No remarks	No remarks
2012-07-15	Sax2	A	0	0	0	4	No remarks	No remarks
2012-07-15	Sax2	B	0	0	4	8	No remarks	No remarks
2012-07-15	Sax2	C	0	0	13	17	No remarks	No remarks
2012-07-15	Sax2	D	0	0	6	7	No remarks	No remarks
2012-07-16	Sax3	A	0	0	4	55	No remarks	No remarks
2012-07-16	Sax3	B	0	0	2	61	No remarks	No remarks
2012-07-16	Sax3	C	0	0	7	62	No remarks	No remarks
2012-07-16	Sax3	D	0	0	7	36	No remarks	No remarks
2012-07-22	Sax1	A	0	0	2	1	No remarks	No remarks
2012-07-22	Sax1	B	0	1	1	0	No remarks	No remarks
2012-07-22	Sax1	C	0	0	5	10	No remarks	No remarks
2012-07-22	Sax1	D	0	0	17	4	No remarks	No remarks
2012-07-22	Sax2	A	0	0	3	2	No remarks	No remarks
2012-07-22	Sax2	B	0	0	5	0	No remarks	No remarks
2012-07-22	Sax2	C	0	0	18	15	No remarks	No remarks
2012-07-22	Sax2	D	1	0	10	5	No remarks	No remarks
2012-07-22	Sax3	A	0	0	15	50	No remarks	No remarks
2012-07-22	Sax3	B	0	0	29	29	No remarks	No remarks
2012-07-22	Sax3	C	0	0	33	38	No remarks	No remarks
2012-07-22	Sax3	D	0	0	12	20	No remarks	No remarks
2012-07-29	Sax1	A	0	1	1	1	No remarks	No remarks
2012-07-29	Sax1	B	0	3	2	0	No remarks	No remarks
2012-07-29	Sax1	C	0	0	7	6	No remarks	No remarks
2012-07-29	Sax1	D	0	0	9	8	No remarks	No remarks
2012-07-29	Sax2	A	0	0	1	0	No remarks	No remarks
2012-07-29	Sax2	B	0	0	2	0	No remarks	No remarks
2012-07-29	Sax2	C	0	0	17	8	No remarks	No remarks
2012-07-29	Sax2	D	0	0	7	6	No remarks	No remarks
2012-07-29	Sax3	A	0	0	22	44	No remarks	No remarks
2012-07-29	Sax3	B	0	0	29	34	No remarks	No remarks
2012-07-29	Sax3	C	0	0	45	8	No remarks	No remarks
2012-07-29	Sax3	D	0	0	15	20	No remarks	No remarks
2012-08-05	Sax1	A	0	1	3	0	Recounted	No remarks
2012-08-05	Sax1	B	0	0	2	0	Recounted	No remarks
2012-08-05	Sax1	C	0	0	5	0	Recounted	No remarks
2012-08-05	Sax1	D	0	0	15	0	Recounted	No remarks
2012-08-05	Sax2	A	0	0	0	0	Recounted	No remarks
2012-08-05	Sax2	B	0	0	4	0	Recounted	No remarks
2012-08-05	Sax2	C	0	0	17	0	Recounted	No remarks
2012-08-05	Sax2	D	0	1	4	0	Recounted	No remarks
2012-08-05	Sax3	A	0	0	50	0	Recounted	No remarks
2012-08-05	Sax3	B	0	0	50	0	Recounted	No remarks
2012-08-05	Sax3	C	0	0	50	0	Recounted	No remarks
2012-08-05	Sax3	D	0	0	45	0	Recounted	No remarks
2012-08-12	Sax1	A	1	3	2	0	No remarks	No remarks
2012-08-12	Sax1	B	0	3	1	0	No remarks	No remarks
2012-08-12	Sax1	C	4	3	5	0	No remarks	No remarks
2012-08-12	Sax1	D	1	3	6	19	No remarks	No remarks
2012-08-12	Sax2	A	0	0	0	6	No remarks	No remarks
2012-08-12	Sax2	B	0	0	5	9	No remarks	No remarks
2012-08-12	Sax2	C	0	0	10	35	No remarks	No remarks
2012-08-12	Sax2	D	0	3	0	20	No remarks	No remarks
2012-08-12	Sax3	A	0	0	0	50	No remarks	No remarks
2012-08-12	Sax3	B	0	0	23	36	No remarks	No remarks
2012-08-12	Sax3	C	0	0	10	43	No remarks	No remarks
2012-08-12	Sax3	D	0	0	17	41	No remarks	No remarks
2012-08-19	Sax1	A	2	2	3	1	No remarks	No remarks
2012-08-19	Sax1	B	0	3	4	1	No remarks	No remarks
2012-08-19	Sax1	C	0	8	5	1	No remarks	No remarks
2012-08-19	Sax1	D	0	3	7	16	No remarks	No remarks
2012-08-19	Sax2	A	0	0	0	7	No remarks	No remarks
2012-08-19	Sax2	B	0	0	3	7	No remarks	No remarks
2012-08-19	Sax2	C	0	0	6	30	No remarks	No remarks
2012-08-19	Sax2	D	0	2	3	12	No remarks	No remarks
2012-08-19	Sax3	A	0	0	0	52	No remarks	No remarks
2012-08-19	Sax3	B	0	0	0	55	No remarks	No remarks
2012-08-19	Sax3	C	0	0	0	52	No remarks	No remarks
2012-08-19	Sax3	D	0	0	0	50	No remarks	No remarks
2012-08-26	Sax1	A	1	5	2	3	No remarks	No remarks
2012-08-26	Sax1	B	0	2	7	2	No remarks	No remarks
2012-08-26	Sax1	D	1	0	5	22	No remarks	No remarks
2012-08-26	Sax2	A	0	0	0	7	No remarks	No remarks
2012-08-26	Sax2	B	0	0	2	11	No remarks	No remarks
2012-08-26	Sax2	C	0	0	2	35	No remarks	No remarks
2012-08-26	Sax2	D	0	1	5	16	No remarks	No remarks
2012-08-26	Sax3	A	0	0	1	52	No remarks	No remarks
2012-08-26	Sax3	B	0	0	2	49	No remarks	No remarks
2012-08-26	Sax3	C	0	0	8	47	No remarks	No remarks
2012-08-26	Sax3	D	0	0	2	36	No remarks	No remarks
2012-08-27	Sax1	C	0	8	1	14	No remarks	No remarks
2013-05-09	Sax1	A	0	0	0	0	No remarks	No remarks
2013-05-09	Sax1	B	0	0	0	0	No remarks	No remarks
2013-05-09	Sax1	C	0	0	0	0	No remarks	No remarks
2013-05-09	Sax1	D	0	0	0	0	No remarks	No remarks
2013-05-09	Sax2	A	0	0	0	0	No remarks	No remarks
2013-05-09	Sax2	B	0	0	0	0	No remarks	No remarks
2013-05-09	Sax2	C	0	0	0	0	No remarks	No remarks
2013-05-09	Sax2	D	0	0	0	0	No remarks	No remarks
2013-05-09	Sax3	A	0	0	0	0	No remarks	No remarks
2013-05-09	Sax3	B	0	0	0	0	No remarks	No remarks
2013-05-09	Sax3	C	0	0	0	0	No remarks	No remarks
2013-05-09	Sax3	D	0	0	0	0	No remarks	No remarks
2013-05-13	Sax2	A	0	0	0	0	No remarks	No remarks
2013-05-13	Sax2	B	0	0	0	0	No remarks	No remarks
2013-05-13	Sax2	C	0	0	0	0	No remarks	No remarks
2013-05-13	Sax2	D	0	0	0	0	No remarks	No remarks
2013-05-14	Sax1	A	0	0	0	0	No remarks	No remarks
2013-05-14	Sax1	B	0	0	0	0	No remarks	No remarks
2013-05-14	Sax1	C	0	0	0	0	Snow	No remarks
2013-05-14	Sax1	D	0	0	0	0	No remarks	No remarks
2013-05-14	Sax3	A	0	0	0	0	No remarks	No remarks
2013-05-14	Sax3	B	0	0	0	0	Snow	No remarks
2013-05-14	Sax3	C	0	0	0	0	Snow	No remarks
2013-05-14	Sax3	D	0	0	0	0	Snow	No remarks
2013-05-22	Sax1	A	0	0	0	0	No remarks	No remarks
2013-05-22	Sax1	B	0	0	0	0	No remarks	No remarks
2013-05-22	Sax1	C	0	0	0	0	No remarks	No remarks
2013-05-22	Sax1	D	0	0	0	0	No remarks	No remarks
2013-05-22	Sax2	A	0	0	0	0	No remarks	No remarks
2013-05-22	Sax2	B	0	0	0	0	No remarks	No remarks
2013-05-22	Sax2	C	0	0	0	0	No remarks	No remarks
2013-05-22	Sax2	D	0	0	0	0	No remarks	No remarks
2013-05-22	Sax3	A	0	0	0	0	No remarks	No remarks
2013-05-22	Sax3	B	0	0	0	0	No remarks	No remarks
2013-05-22	Sax3	C	0	0	0	0	No remarks	No remarks
2013-05-22	Sax3	D	0	0	0	0	No remarks	No remarks
2013-05-27	Sax1	A	0	0	0	0	No remarks	No remarks
2013-05-27	Sax1	B	0	0	0	0	No remarks	No remarks
2013-05-27	Sax1	C	0	0	0	0	No remarks	No remarks
2013-05-27	Sax1	D	0	0	0	0	No remarks	No remarks
2013-05-27	Sax2	A	0	0	0	0	No remarks	No remarks
2013-05-27	Sax2	B	0	0	0	0	No remarks	No remarks
2013-05-27	Sax2	C	0	0	0	0	No remarks	No remarks
2013-05-27	Sax2	D	0	0	0	0	No remarks	No remarks
2013-05-27	Sax3	A	0	0	0	0	No remarks	No remarks
2013-05-27	Sax3	B	0	0	0	0	No remarks	No remarks
2013-05-27	Sax3	C	0	0	0	0	No remarks	No remarks
2013-05-27	Sax3	D	0	0	0	0	No remarks	No remarks
2013-06-03	Sax1	A	12	0	0	0	No remarks	No remarks
2013-06-03	Sax1	B	9	0	0	0	No remarks	No remarks
2013-06-03	Sax1	C	49	1	0	0	No remarks	No remarks
2013-06-03	Sax1	D	49	1	0	0	No remarks	No remarks
2013-06-03	Sax2	A	12	0	0	0	No remarks	No remarks
2013-06-03	Sax2	B	22	0	0	0	No remarks	No remarks
2013-06-03	Sax2	C	23	0	0	0	No remarks	No remarks
2013-06-03	Sax2	D	38	0	0	0	No remarks	No remarks
2013-06-03	Sax3	A	48	2	0	0	No remarks	No remarks
2013-06-03	Sax3	B	35	1	0	0	No remarks	No remarks
2013-06-03	Sax3	C	50	0	0	0	No remarks	No remarks
2013-06-03	Sax3	D	31	19	0	0	No remarks	No remarks
2013-06-10	Sax1	A	5	20	0	0	No remarks	No remarks
2013-06-10	Sax1	B	12	18	0	0	No remarks	No remarks
2013-06-10	Sax1	C	19	50	0	0	No remarks	No remarks
2013-06-10	Sax1	D	11	32	0	0	No remarks	No remarks
