Date	Plot	Section	Buds	Male_flowers	Female_flowers	Seed_hairs	Field_remarks	General_remarks
2011-06-24	W4S	A	6	0	0	0	Only counted within pin-point markers	No remarks
2011-06-24	W5S	A	1	0	0	0	Only counted within pin-point markers	No remarks
2011-07-01	Sal1	A	0	26	50	0	No remarks	No remarks
2011-07-01	Sal1	B	0	5	54	0	No remarks	No remarks
2011-07-01	Sal1	C	0	26	87	0	No remarks	No remarks
2011-07-01	Sal1	D	1	12	41	0	Pictures	No remarks
2011-07-01	Sal2	A	0	37	67	0	No remarks	No remarks
2011-07-01	Sal2	B	1	82	73	0	No remarks	No remarks
2011-07-01	Sal2	C	0	54	83	0	No remarks	No remarks
2011-07-01	Sal2	D	2	29	97	0	No remarks	No remarks
2011-07-01	Sal3	A	0	15	72	0	No remarks	No remarks
2011-07-01	Sal3	B	0	18	21	0	No remarks	No remarks
2011-07-01	Sal3	C	0	28	45	0	No remarks	No remarks
2011-07-01	Sal3	D	0	74	12	0	No remarks	No remarks
2011-07-01	Sal4	A	1	70	44	0	No remarks	No remarks
2011-07-01	Sal4	B	0	65	36	0	No remarks	No remarks
2011-07-01	Sal4	C	0	62	39	0	No remarks	No remarks
2011-07-01	Sal4	D	0	56	53	0	No remarks	No remarks
2011-07-01	Sal5	A	1	51	76	0	No remarks	No remarks
2011-07-01	Sal5	B	2	56	53	0	No remarks	No remarks
2011-07-01	Sal5	C	0	67	50	0	No remarks	No remarks
2011-07-01	Sal5	D	0	69	56	0	No remarks	No remarks
2011-07-01	Sal6	A	17	80	18	0	No remarks	No remarks
2011-07-01	Sal6	B	23	53	58	0	No remarks	No remarks
2011-07-01	Sal6	C	30	41	45	0	No remarks	No remarks
2011-07-01	Sal6	D	61	17	35	0	No remarks	No remarks
2011-07-01	Sal7	A	89	6	14	0	No remarks	No remarks
2011-07-01	Sal7	B	61	17	31	0	No remarks	No remarks
2011-07-01	Sal7	C	86	0	2	0	No remarks	No remarks
2011-07-01	Sal7	D	82	0	0	0	No remarks	No remarks
2011-07-03	K1S	A	0	4	4	0	Only counted within pin-point markers	No remarks
2011-07-03	K2S	A	0	1	3	0	Only counted within pin-point markers	No remarks
2011-07-03	K3S	A	0	0	0	0	Only counted within pin-point markers	No remarks
2011-07-03	K4S	A	0	2	0	0	Only counted within pin-point markers	No remarks
2011-07-03	K5S	A	0	3	1	0	Only counted within pin-point markers	No remarks
2011-07-03	W1S	A	0	2	0	0	Only counted within pin-point markers	No remarks
2011-07-03	W2S	A	0	1	0	0	Only counted within pin-point markers	No remarks
2011-07-03	W3S	A	0	14	10	0	Only counted within pin-point markers	No remarks
2011-07-03	W4S	A	0	6	0	0	Only counted within pin-point markers	No remarks
2011-07-03	W5S	A	0	0	1	0	Only counted within pin-point markers	No remarks
2011-07-08	K1S	A	0	3	4	0	Only counted within pin-point markers	No remarks
2011-07-08	K2S	A	0	3	0	0	Only counted within pin-point markers	No remarks
2011-07-08	K3S	A	0	2	0	0	Only counted within pin-point markers	No remarks
2011-07-08	K4S	A	0	0	4	0	Only counted within pin-point markers	No remarks
2011-07-08	K5S	A	0	0	3	0	Only counted within pin-point markers	No remarks
2011-07-08	Sal1	A	0	0	38	0	No remarks	No remarks
2011-07-08	Sal1	B	0	0	28	0	No remarks	No remarks
2011-07-08	Sal1	C	0	0	68	0	No remarks	No remarks
2011-07-08	Sal1	D	0	0	31	0	No remarks	No remarks
2011-07-08	Sal2	A	0	9	95	0	No remarks	No remarks
2011-07-08	Sal2	B	0	30	82	0	No remarks	No remarks
2011-07-08	Sal2	C	0	44	66	0	No remarks	No remarks
2011-07-08	Sal2	D	0	0	100	0	No remarks	No remarks
2011-07-08	Sal3	A	0	2	71	0	No remarks	No remarks
2011-07-08	Sal3	B	0	0	9	0	No remarks	No remarks
2011-07-08	Sal3	C	0	0	28	0	No remarks	No remarks
2011-07-08	Sal3	D	0	27	1	0	No remarks	No remarks
2011-07-08	Sal4	A	0	68	74	0	No remarks	No remarks
2011-07-08	Sal4	B	0	69	47	0	No remarks	No remarks
2011-07-08	Sal4	C	0	67	77	0	No remarks	No remarks
2011-07-08	Sal4	D	0	54	47	0	No remarks	No remarks
2011-07-08	Sal5	A	0	28	79	0	No remarks	No remarks
2011-07-08	Sal5	B	0	52	48	0	No remarks	No remarks
2011-07-08	Sal5	C	0	67	48	0	No remarks	No remarks
2011-07-08	Sal5	D	0	37	71	0	No remarks	No remarks
2011-07-08	Sal6	A	0	66	88	0	No remarks	No remarks
2011-07-08	Sal6	B	0	83	24	0	No remarks	No remarks
2011-07-08	Sal6	C	0	75	36	0	No remarks	No remarks
2011-07-08	Sal6	D	0	77	24	0	No remarks	No remarks
2011-07-08	Sal7	A	0	47	69	0	No remarks	No remarks
2011-07-08	Sal7	B	0	90	59	0	No remarks	No remarks
2011-07-08	Sal7	C	0	86	40	0	No remarks	No remarks
2011-07-08	Sal7	D	0	59	52	0	No remarks	No remarks
2011-07-08	W1S	A	0	0	2	0	Only counted within pin-point markers	No remarks
2011-07-08	W2S	A	0	0	1	0	Only counted within pin-point markers	No remarks
2011-07-08	W3S	A	0	4	14	0	Only counted within pin-point markers	No remarks
2011-07-08	W4S	A	0	0	7	0	Only counted within pin-point markers	No remarks
2011-07-08	W5S	A	0	1	0	0	Only counted within pin-point markers	No remarks
2011-07-15	Sal1	A	0	4	13	0	No remarks	No remarks
2011-07-15	Sal1	B	0	1	13	0	No remarks	No remarks
2011-07-15	Sal1	C	0	3	23	0	No remarks	No remarks
2011-07-15	Sal1	D	0	1	18	0	No remarks	No remarks
2011-07-15	Sal2	A	0	20	43	0	No remarks	No remarks
2011-07-15	Sal2	B	0	9	43	0	No remarks	No remarks
2011-07-15	Sal2	C	1	24	40	0	No remarks	No remarks
2011-07-15	Sal2	D	0	4	46	0	No remarks	No remarks
2011-07-15	Sal3	A	0	11	42	1	No remarks	No remarks
2011-07-15	Sal3	B	1	2	26	0	No remarks	No remarks
2011-07-15	Sal3	C	0	21	8	0	No remarks	No remarks
2011-07-15	Sal3	D	0	46	4	0	No remarks	No remarks
2011-07-15	Sal4	A	0	25	51	0	No remarks	No remarks
2011-07-15	Sal4	B	0	40	34	0	No remarks	No remarks
2011-07-15	Sal4	C	0	12	40	0	No remarks	No remarks
2011-07-15	Sal4	D	0	20	60	0	No remarks	No remarks
2011-07-15	Sal5	A	0	36	26	1	No remarks	No remarks
2011-07-15	Sal5	B	0	37	13	0	No remarks	No remarks
2011-07-15	Sal5	C	1	40	45	0	No remarks	No remarks
2011-07-15	Sal5	D	0	27	25	0	No remarks	No remarks
2011-07-15	Sal6	A	0	11	47	0	No remarks	No remarks
2011-07-15	Sal6	B	0	56	33	0	No remarks	No remarks
2011-07-15	Sal6	C	0	15	46	0	No remarks	No remarks
2011-07-15	Sal6	D	0	32	34	0	No remarks	No remarks
2011-07-15	Sal7	A	0	64	22	0	No remarks	No remarks
2011-07-15	Sal7	B	0	16	35	0	No remarks	No remarks
2011-07-15	Sal7	C	2	38	12	0	No remarks	No remarks
2011-07-15	Sal7	D	1	39	13	0	No remarks	No remarks
2011-07-22	K1S	A	0	14	10	0	No remarks	No remarks
2011-07-22	K2S	A	0	14	13	0	No remarks	No remarks
2011-07-22	K3S	A	0	8	1	0	No remarks	No remarks
2011-07-22	K4S	A	0	2	18	0	No remarks	No remarks
2011-07-22	K5S	A	0	11	2	2	No remarks	No remarks
2011-07-22	Sal1	A	1	13	48	4	No remarks	No remarks
2011-07-22	Sal1	B	1	4	34	4	No remarks	No remarks
2011-07-22	Sal1	C	0	2	53	7	No remarks	No remarks
2011-07-22	Sal1	D	1	2	31	5	No remarks	No remarks
2011-07-22	Sal2	A	0	36	70	0	No remarks	No remarks
2011-07-22	Sal2	B	0	37	76	0	No remarks	No remarks
2011-07-22	Sal2	C	0	60	102	0	No remarks	No remarks
2011-07-22	Sal2	D	0	14	90	0	No remarks	No remarks
2011-07-22	Sal3	A	0	7	73	12	No remarks	No remarks
2011-07-22	Sal3	B	0	6	15	5	No remarks	No remarks
2011-07-22	Sal3	C	0	4	32	6	No remarks	No remarks
2011-07-22	Sal3	D	0	45	10	1	No remarks	No remarks
2011-07-22	Sal4	A	0	62	45	1	No remarks	No remarks
2011-07-22	Sal4	B	0	101	58	1	No remarks	No remarks
2011-07-22	Sal4	C	0	84	111	0	No remarks	No remarks
2011-07-22	Sal4	D	1	93	97	0	No remarks	No remarks
2011-07-22	Sal5	A	0	46	130	1	No remarks	No remarks
2011-07-22	Sal5	B	0	60	84	0	No remarks	No remarks
2011-07-22	Sal5	C	0	49	54	0	No remarks	No remarks
2011-07-22	Sal5	D	0	42	59	0	No remarks	No remarks
2011-07-22	Sal6	A	1	25	102	0	No remarks	No remarks
2011-07-22	Sal6	B	2	147	97	0	No remarks	No remarks
2011-07-22	Sal6	C	1	60	42	0	No remarks	No remarks
2011-07-22	Sal6	D	0	37	76	0	No remarks	No remarks
2011-07-22	Sal7	A	0	63	87	1	No remarks	No remarks
2011-07-22	Sal7	B	3	72	84	1	No remarks	No remarks
2011-07-22	Sal7	C	0	73	53	2	No remarks	No remarks
2011-07-22	Sal7	D	0	35	105	0	No remarks	No remarks
2011-07-22	W1S	A	0	0	18	0	No remarks	No remarks
2011-07-22	W2S	A	0	7	15	0	No remarks	No remarks
2011-07-22	W3S	A	0	11	32	0	No remarks	No remarks
2011-07-22	W4S	A	0	18	29	0	No remarks	No remarks
2011-07-22	W5S	A	1	3	2	0	No remarks	No remarks
2011-07-29	Sal1	A	0	6	44	5	No remarks	No remarks
2011-07-29	Sal1	B	0	0	25	5	No remarks	No remarks
2011-07-29	Sal1	C	0	1	63	21	No remarks	No remarks
2011-07-29	Sal1	D	0	0	19	6	No remarks	No remarks
2011-07-29	Sal2	A	0	31	67	1	No remarks	No remarks
2011-07-29	Sal2	B	2	30	67	1	No remarks	No remarks
2011-07-29	Sal2	C	0	41	59	0	No remarks	No remarks
2011-07-29	Sal2	D	0	22	83	0	No remarks	No remarks
2011-07-29	Sal3	A	2	15	33	24	No remarks	No remarks
2011-07-29	Sal3	B	0	12	16	23	No remarks	No remarks
2011-07-29	Sal3	C	0	16	27	12	No remarks	No remarks
2011-07-29	Sal3	D	2	70	10	3	No remarks	No remarks
2011-07-29	Sal4	A	0	76	32	2	No remarks	No remarks
2011-07-29	Sal4	B	2	53	48	2	No remarks	No remarks
2011-07-29	Sal4	C	0	34	77	0	No remarks	No remarks
2011-07-29	Sal4	D	0	40	78	1	No remarks	No remarks
2011-07-29	Sal5	A	0	14	88	4	No remarks	No remarks
2011-07-29	Sal5	B	2	46	55	2	No remarks	No remarks
2011-07-29	Sal5	C	1	52	48	0	No remarks	No remarks
2011-07-29	Sal5	D	2	42	56	0	No remarks	No remarks
2011-07-29	Sal6	A	1	27	82	0	No remarks	No remarks
2011-07-29	Sal6	B	0	59	55	0	No remarks	No remarks
2011-07-29	Sal6	C	1	47	109	0	No remarks	No remarks
2011-07-29	Sal6	D	0	35	98	1	No remarks	No remarks
2011-07-29	Sal7	A	3	103	158	4	With strings	No remarks
2011-07-29	Sal7	B	4	102	169	1	With strings	No remarks
2011-07-29	Sal7	C	1	101	86	0	With strings	No remarks
2011-07-29	Sal7	D	4	92	128	0	With strings	No remarks
2011-08-05	K1S	A	0	0	3	1	No remarks	No remarks
2011-08-05	K2S	A	0	0	1	0	No remarks	No remarks
2011-08-05	K3S	A	0	3	0	0	No remarks	No remarks
2011-08-05	K4S	A	0	0	3	1	No remarks	No remarks
2011-08-05	K5S	A	0	0	1	2	No remarks	No remarks
2011-08-05	Sal1	A	0	1	32	1	No remarks	No remarks
2011-08-05	Sal1	B	0	0	22	13	No remarks	No remarks
2011-08-05	Sal1	C	0	0	35	55	No remarks	No remarks
2011-08-05	Sal1	D	0	0	10	14	No remarks	No remarks
2011-08-05	Sal2	A	0	26	62	17	No remarks	No remarks
2011-08-05	Sal2	B	2	23	69	12	No remarks	No remarks
2011-08-05	Sal2	C	1	37	56	15	No remarks	No remarks
2011-08-05	Sal2	D	0	19	99	7	No remarks	No remarks
2011-08-05	Sal3	A	2	11	36	54	No remarks	No remarks
2011-08-05	Sal3	B	2	18	3	20	No remarks	No remarks
2011-08-05	Sal3	C	0	6	9	25	No remarks	No remarks
2011-08-05	Sal3	D	0	61	5	6	No remarks	No remarks
2011-08-05	Sal4	A	0	85	17	25	No remarks	No remarks
2011-08-05	Sal4	B	0	39	61	5	No remarks	No remarks
2011-08-05	Sal4	C	0	27	60	16	No remarks	No remarks
2011-08-05	Sal4	D	0	44	54	9	No remarks	No remarks
2011-08-05	Sal5	A	0	46	43	22	No remarks	No remarks
2011-08-05	Sal5	B	0	41	49	22	No remarks	No remarks
2011-08-05	Sal5	C	0	35	54	23	No remarks	No remarks
2011-08-05	Sal5	D	0	47	51	8	No remarks	No remarks
2011-08-05	Sal6	A	0	27	73	2	No remarks	No remarks
2011-08-05	Sal6	B	0	45	53	3	No remarks	No remarks
2011-08-05	Sal6	C	1	51	58	2	No remarks	No remarks
2011-08-05	Sal6	D	0	20	77	5	No remarks	No remarks
2011-08-05	Sal7	A	0	46	57	3	No remarks	No remarks
2011-08-05	Sal7	B	2	32	73	0	No remarks	No remarks
2011-08-05	Sal7	C	0	43	42	6	No remarks	No remarks
2011-08-05	Sal7	D	0	30	79	1	No remarks	No remarks
2011-08-05	W1S	A	0	0	2	0	No remarks	No remarks
2011-08-05	W2S	A	0	0	1	0	No remarks	No remarks
2011-08-05	W3S	A	0	3	12	0	No remarks	No remarks
2011-08-05	W4S	A	0	0	5	0	No remarks	No remarks
2011-08-05	W5S	A	0	1	0	0	No remarks	No remarks
2011-08-12	Sal1	A	0	3	17	34	No remarks	No remarks
2011-08-12	Sal1	B	0	0	14	37	No remarks	No remarks
2011-08-12	Sal1	C	0	0	12	101	No remarks	No remarks
2011-08-12	Sal1	D	0	0	9	35	No remarks	No remarks
2011-08-12	Sal2	A	0	40	26	52	No remarks	No remarks
2011-08-12	Sal2	B	2	27	36	41	No remarks	No remarks
2011-08-12	Sal2	C	1	52	8	43	No remarks	No remarks
2011-08-12	Sal2	D	0	21	37	51	No remarks	No remarks
2011-08-12	Sal3	A	2	17	13	65	No remarks	No remarks
2011-08-12	Sal3	B	0	12	0	27	No remarks	No remarks
2011-08-12	Sal3	C	0	17	5	39	No remarks	No remarks
2011-08-12	Sal3	D	1	54	0	12	No remarks	No remarks
2011-08-12	Sal4	A	0	70	9	43	No remarks	No remarks
2011-08-12	Sal4	B	0	57	12	39	No remarks	No remarks
2011-08-12	Sal4	C	1	34	31	44	No remarks	No remarks
2011-08-12	Sal4	D	0	45	30	44	No remarks	No remarks
2011-08-12	Sal5	A	0	37	35	45	No remarks	No remarks
2011-08-12	Sal5	B	1	54	24	26	No remarks	No remarks
2011-08-12	Sal5	C	0	37	13	57	No remarks	No remarks
2011-08-12	Sal5	D	0	37	37	36	No remarks	No remarks
2011-08-12	Sal6	A	0	36	65	35	No remarks	No remarks
2011-08-12	Sal6	B	0	61	43	18	No remarks	No remarks
2011-08-12	Sal6	C	2	50	29	19	No remarks	No remarks
2011-08-12	Sal6	D	0	21	84	22	No remarks	No remarks
2011-08-12	Sal7	A	0	58	42	10	No remarks	No remarks
2011-08-12	Sal7	B	2	58	41	26	No remarks	No remarks
2011-08-12	Sal7	C	1	37	39	25	No remarks	No remarks
2011-08-12	Sal7	D	3	22	70	10	No remarks	No remarks
2011-08-13	K1S	A	0	1	0	4	No remarks	No remarks
2011-08-13	K2S	A	0	2	1	0	No remarks	No remarks
2011-08-13	K3S	A	0	3	0	0	No remarks	No remarks
2011-08-13	K4S	A	0	0	3	0	No remarks	No remarks
2011-08-13	K5S	A	0	0	1	2	No remarks	No remarks
2011-08-13	W1S	A	0	0	2	0	No remarks	No remarks
2011-08-13	W2S	A	0	0	1	3	No remarks	No remarks
2011-08-13	W3S	A	0	3	10	6	No remarks	No remarks
2011-08-13	W4S	A	0	0	2	3	No remarks	No remarks
2011-08-13	W5S	A	0	1	0	0	No remarks	No remarks
2011-08-18	K1S	A	0	6	1	6	No remarks	No remarks
2011-08-18	K2S	A	0	3	0	9	No remarks	No remarks
2011-08-18	K3S	A	0	4	1	2	No remarks	No remarks
2011-08-18	K4S	A	0	0	3	13	No remarks	No remarks
2011-08-18	K5S	A	0	6	1	3	No remarks	No remarks
2011-08-18	Sal1	A	0	0	24	54	No remarks	No remarks
2011-08-18	Sal1	B	0	1	10	47	No remarks	No remarks
2011-08-18	Sal1	C	0	0	7	68	No remarks	No remarks
2011-08-18	Sal1	D	0	0	0	31	No remarks	No remarks
2011-08-18	Sal2	A	0	0	23	50	No remarks	No remarks
2011-08-18	Sal2	B	0	0	17	37	No remarks	No remarks
2011-08-18	Sal2	C	0	0	4	50	No remarks	No remarks
2011-08-18	Sal2	D	0	1	18	72	No remarks	No remarks
2011-08-18	Sal3	A	1	0	0	48	No remarks	No remarks
2011-08-18	Sal3	B	0	0	1	35	No remarks	No remarks
2011-08-18	Sal3	C	0	1	0	15	No remarks	No remarks
2011-08-18	Sal3	D	0	19	0	6	No remarks	No remarks
2011-08-18	Sal4	A	0	56	0	49	No remarks	No remarks
2011-08-18	Sal4	B	0	45	9	60	No remarks	No remarks
2011-08-18	Sal4	C	0	11	14	80	No remarks	No remarks
2011-08-18	Sal4	D	0	15	18	70	No remarks	No remarks
2011-08-18	Sal5	A	1	21	23	61	No remarks	No remarks
2011-08-18	Sal5	B	0	32	19	43	No remarks	No remarks
2011-08-18	Sal5	C	1	29	9	67	No remarks	No remarks
2011-08-18	Sal5	D	0	10	37	60	No remarks	No remarks
2011-08-18	Sal6	A	0	32	55	37	No remarks	No remarks
2011-08-18	Sal6	B	0	50	33	28	No remarks	No remarks
2011-08-18	Sal6	C	0	41	41	58	No remarks	No remarks
2011-08-18	Sal6	D	0	9	24	63	No remarks	No remarks
2011-08-18	Sal7	A	0	6	64	37	No remarks	No remarks
2011-08-18	Sal7	B	0	4	45	43	No remarks	No remarks
2011-08-18	Sal7	C	0	4	38	20	No remarks	No remarks
2011-08-18	Sal7	D	0	1	74	23	No remarks	No remarks
2011-08-18	W1S	A	0	2	9	4	No remarks	No remarks
2011-08-18	W2S	A	0	3	16	1	No remarks	No remarks
2011-08-18	W3S	A	0	7	27	5	No remarks	No remarks
2011-08-18	W4S	A	0	12	21	1	No remarks	No remarks
2011-08-18	W5S	A	4	1	2	0	No remarks	No remarks
2011-08-26	Sal1	A	0	0	4	45	No remarks	No remarks
2011-08-26	Sal1	B	0	0	1	38	No remarks	No remarks
2011-08-26	Sal1	C	0	0	0	98	No remarks	No remarks
2011-08-26	Sal1	D	0	0	3	31	No remarks	No remarks
2011-08-26	Sal2	A	0	1	1	55	No remarks	No remarks
2011-08-26	Sal2	B	0	1	1	63	No remarks	No remarks
2011-08-26	Sal2	C	0	0	0	65	No remarks	No remarks
2011-08-26	Sal2	D	0	0	2	54	No remarks	No remarks
2011-08-26	Sal3	A	0	0	0	33	No remarks	No remarks
2011-08-26	Sal3	B	0	0	0	15	No remarks	No remarks
2011-08-26	Sal3	C	0	0	0	16	No remarks	No remarks
2011-08-26	Sal3	D	0	0	0	4	No remarks	No remarks
2011-08-26	Sal4	A	0	0	0	54	No remarks	No remarks
2011-08-26	Sal4	B	0	0	0	67	No remarks	No remarks
2011-08-26	Sal4	C	0	9	9	62	No remarks	No remarks
2011-08-26	Sal4	D	0	3	0	64	No remarks	No remarks
2011-08-26	Sal5	A	0	4	9	58	No remarks	No remarks
2011-08-26	Sal5	B	0	26	18	38	No remarks	No remarks
2011-08-26	Sal5	C	0	10	3	51	No remarks	No remarks
2011-08-26	Sal5	D	0	5	9	43	No remarks	No remarks
2011-08-26	Sal6	A	0	2	63	35	No remarks	No remarks
2011-08-26	Sal6	B	0	24	7	47	No remarks	No remarks
2011-08-26	Sal6	C	0	8	1	133	No remarks	No remarks
2011-08-26	Sal6	D	0	4	3	86	No remarks	No remarks
2011-08-26	Sal7	A	1	4	1	60	No remarks	No remarks
2011-08-26	Sal7	B	0	0	7	53	No remarks	No remarks
2011-08-26	Sal7	C	0	1	11	45	No remarks	No remarks
2011-08-26	Sal7	D	0	2	21	51	No remarks	No remarks
2012-06-03	Sal1	A	0	0	0	0	No remarks	No remarks
2012-06-03	Sal1	B	7	0	0	0	No remarks	No remarks
2012-06-03	Sal1	C	4	0	0	0	No remarks	No remarks
2012-06-03	Sal1	D	0	0	0	0	No remarks	No remarks
2012-06-10	Sal1	A	50	0	0	0	No remarks	No remarks
2012-06-10	Sal1	B	128	0	0	0	No remarks	No remarks
2012-06-10	Sal1	C	108	0	0	0	No remarks	No remarks
2012-06-10	Sal1	D	57	0	0	0	No remarks	No remarks
2012-06-17	Sal1	A	29	30	44	0	No remarks	No remarks
2012-06-17	Sal1	B	22	20	81	0	No remarks	No remarks
2012-06-17	Sal1	C	21	42	44	0	No remarks	No remarks
2012-06-17	Sal1	D	32	28	41	0	No remarks	No remarks
2012-06-25	Sal1	A	1	42	75	0	No remarks	No remarks
2012-06-25	Sal1	B	2	36	88	0	No remarks	No remarks
2012-06-25	Sal1	C	3	76	43	0	No remarks	No remarks
2012-06-25	Sal1	D	1	65	64	0	No remarks	No remarks
2012-06-25	Sal3	A	64	2	12	0	No remarks	No remarks
2012-06-25	Sal3	B	77	12	18	0	No remarks	No remarks
2012-06-25	Sal3	C	104	15	16	0	No remarks	No remarks
2012-06-25	Sal3	D	126	0	0	0	No remarks	No remarks
2012-07-02	Sal1	A	0	42	65	0	Ready for total count	No remarks
2012-07-02	Sal1	B	0	50	100	0	No remarks	No remarks
2012-07-02	Sal1	C	0	68	64	0	Ready for total count	No remarks
2012-07-02	Sal1	D	0	35	67	0	No remarks	No remarks
2012-07-02	Sal2	A	107	0	0	0	No remarks	No remarks
2012-07-02	Sal2	B	100	0	0	0	No remarks	No remarks
2012-07-02	Sal2	C	112	0	0	0	No remarks	No remarks
2012-07-02	Sal2	D	100	0	0	0	No remarks	No remarks
2012-07-02	Sal3	A	1	3	86	0	No remarks	No remarks
2012-07-02	Sal3	B	0	65	59	0	No remarks	No remarks
2012-07-02	Sal3	C	1	55	47	0	No remarks	No remarks
2012-07-02	Sal3	D	0	93	11	0	No remarks	No remarks
2012-07-02	Sal4	A	0	61	46	0	No remarks	No remarks
2012-07-02	Sal4	B	0	68	42	0	No remarks	No remarks
2012-07-02	Sal4	C	3	84	60	0	No remarks	No remarks
2012-07-02	Sal4	D	0	62	44	0	No remarks	No remarks
2012-07-02	Sal5	A	100	0	0	0	No remarks	No remarks
2012-07-02	Sal5	B	103	0	0	0	No remarks	No remarks
2012-07-02	Sal5	C	110	0	0	0	No remarks	No remarks
2012-07-02	Sal5	D	102	0	0	0	No remarks	No remarks
2012-07-03	K1S	A	8	3	2	0	No remarks	No remarks
2012-07-03	K2S	A	2	15	8	0	No remarks	No remarks
2012-07-03	K3S	A	12	1	0	0	No remarks	No remarks
2012-07-03	K4S	A	1	2	14	0	No remarks	No remarks
2012-07-03	K5S	A	4	21	6	0	No remarks	No remarks
2012-07-03	W1S	A	3	3	15	0	No remarks	No remarks
2012-07-03	W2S	A	6	3	10	0	No remarks	No remarks
2012-07-03	W3S	A	0	9	6	0	No remarks	No remarks
2012-07-03	W4S	A	2	12	9	0	No remarks	No remarks
2012-07-03	W5S	A	14	0	1	0	No remarks	No remarks
2012-07-08	K1S	A	0	4	2	0	No remarks	No remarks
2012-07-08	K2S	A	1	13	7	0	No remarks	No remarks
2012-07-08	K3S	A	2	3	0	0	No remarks	No remarks
2012-07-08	K4S	A	3	3	14	0	No remarks	No remarks
2012-07-08	K5S	A	6	18	6	0	No remarks	No remarks
2012-07-08	Sal2	A	63	20	32	0	No remarks	No remarks
2012-07-08	Sal2	B	60	24	42	0	No remarks	No remarks
2012-07-08	Sal2	C	84	14	16	0	No remarks	No remarks
2012-07-08	Sal2	D	86	10	12	0	No remarks	No remarks
2012-07-08	Sal3	A	0	2	79	0	No remarks	No remarks
2012-07-08	Sal3	B	0	55	45	0	No remarks	No remarks
2012-07-08	Sal3	C	1	52	50	0	No remarks	No remarks
2012-07-08	Sal3	D	0	96	14	0	No remarks	No remarks
2012-07-08	Sal5	A	88	0	33	0	No remarks	No remarks
2012-07-08	Sal5	B	90	5	12	0	No remarks	No remarks
2012-07-08	Sal5	C	104	0	0	0	No remarks	No remarks
2012-07-08	Sal5	D	86	1	21	0	No remarks	No remarks
2012-07-08	Sal6	A	105	0	0	0	No remarks	No remarks
2012-07-08	Sal6	B	115	0	0	0	No remarks	No remarks
2012-07-08	Sal6	C	114	0	0	0	No remarks	No remarks
2012-07-08	Sal6	D	115	0	0	0	No remarks	No remarks
2012-07-08	Sal7	A	52	0	0	0	No remarks	No remarks
2012-07-08	Sal7	B	19	0	0	0	No remarks	No remarks
2012-07-08	Sal7	C	18	0	0	0	No remarks	No remarks
2012-07-08	Sal7	D	23	0	0	0	No remarks	No remarks
2012-07-08	W1S	A	0	2	18	0	No remarks	No remarks
2012-07-08	W2S	A	8	0	10	0	No remarks	No remarks
2012-07-08	W3S	A	0	4	6	0	No remarks	No remarks
2012-07-08	W4S	A	3	15	8	0	No remarks	No remarks
2012-07-08	W5S	A	8	0	3	0	No remarks	No remarks
2012-07-09	Sal1	A	0	27	81	4	No remarks	No remarks
2012-07-09	Sal1	B	0	39	74	1	No remarks	No remarks
2012-07-09	Sal1	C	0	50	58	9	No remarks	No remarks
2012-07-09	Sal1	D	0	36	74	6	No remarks	No remarks
2012-07-09	Sal4	A	1	69	33	0	No remarks	No remarks
2012-07-09	Sal4	B	9	48	43	0	No remarks	No remarks
2012-07-09	Sal4	C	5	132	136	0	No remarks	No remarks
2012-07-09	Sal4	D	0	58	43	0	No remarks	No remarks
2012-07-15	K1S	A	0	3	2	0	No remarks	No remarks
2012-07-15	K2S	A	0	12	3	0	No remarks	No remarks
2012-07-15	K3S	A	0	1	0	0	No remarks	No remarks
2012-07-15	K4S	A	0	1	10	1	No remarks	No remarks
2012-07-15	K5S	A	3	17	5	0	No remarks	No remarks
2012-07-15	Sal1	A	0	37	73	2	No remarks	No remarks
2012-07-15	Sal1	B	0	37	115	4	No remarks	No remarks
2012-07-15	Sal1	C	0	84	73	0	No remarks	No remarks
2012-07-15	Sal1	D	0	79	62	7	No remarks	No remarks
2012-07-15	Sal2	A	2	88	12	0	No remarks	No remarks
2012-07-15	Sal2	B	3	81	37	0	No remarks	No remarks
2012-07-15	Sal2	C	0	69	50	0	No remarks	No remarks
2012-07-15	Sal2	D	1	75	29	0	No remarks	No remarks
2012-07-15	Sal3	A	0	17	60	24	No remarks	No remarks
2012-07-15	Sal3	B	0	62	45	3	No remarks	No remarks
2012-07-15	Sal3	C	0	102	48	3	No remarks	No remarks
2012-07-15	Sal3	D	0	114	0	0	No remarks	No remarks
2012-07-15	Sal4	A	0	79	42	5	No remarks	No remarks
2012-07-15	Sal4	B	0	66	78	5	No remarks	No remarks
2012-07-15	Sal4	C	0	50	63	2	No remarks	No remarks
2012-07-15	Sal4	D	0	59	67	2	No remarks	No remarks
2012-07-15	Sal5	A	0	78	33	5	No remarks	No remarks
2012-07-15	Sal5	B	2	86	21	0	No remarks	No remarks
2012-07-15	Sal5	C	0	112	7	0	No remarks	No remarks
2012-07-15	Sal5	D	0	59	68	0	No remarks	No remarks
2012-07-15	Sal7	A	8	95	32	0	No remarks	No remarks
2012-07-15	Sal7	B	25	67	44	0	No remarks	No remarks
2012-07-15	Sal7	C	30	53	29	0	No remarks	No remarks
2012-07-15	Sal7	D	28	76	12	0	No remarks	No remarks
2012-07-15	W1S	A	1	2	15	5	No remarks	No remarks
2012-07-15	W2S	A	4	5	6	0	No remarks	No remarks
